corsid,state,site_name,site_code,Latitue,,,coordinates_of_sites_dms_lat,Longitude,,,coordinates_of_sites_dms_long,coordinates_of_sites_dms_elp_height,gdc_username,vendor_username
50699A001,Kerla,PALLIPPURAM,PLLI,10,23,56.56579,10 23 56.5657898433982,76,7,6.92787,76 7 6.92786672382374,-84.79465,Kerla & Lakshdweep Wing,Hexagon
50700A001, Haryana,PALWAL,PALW,28,6,29.59324,28 6 29.59324436,77,19,46.57404,77 19 46.57404182,144.3002,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50701A001,Telangana,PAMBI,PAMB,19,11,38.02576,19 11 38.0257627806441,78,37,56.69237,78 37 56.6923729157807,175.58223,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50702A001,Rajasthan,PANCHORI,PANC,27,6,28.83587612,27 6 28.8358761155063,73,13,57.70924144,73 13 57.7092414420386,244.9533377,Rajasthan Geo-spatial Directorate,Trimble
50703A001,Madhya Pradesh,PANDHANA,PAND,21,41,54.27814,21 41 54.2781395768184,76,13,14.32114,76 13 14.3211359032117,298.32917,Madhya Pradesh Geo-spatial Directorate,Trimble
50704A001,Ladakh,PANG,PANG,33,7,46.34317,33 7 46.3431660877779,77,47,11.76545,77 47 11.7654478492583,4496.24709,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50705A001,Arunanchal Pradesh,PANGIN,PANG,28,12,58.87203305,28 12 58.87203305,94,59,43.93243195,94 59 43.932431954,432.02868,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50706A001, Haryana,PANIPAT,PANI,29,24,15.68554,29 24 15.68554225,76,58,6.40954,76 58 6.4095436,186.292,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50707A001,West Bengal,PANSKURA,PANS,22,23,58.38722,22 23 58.3872207656468,87,44,33.09924,87 44 33.0992378414526,-52.00017,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50708A001,Kerla,PARAPPA,PAPP,12,35,57.47817,12 35 57.4781681638229,75,16,54.1844,75 16 54.1843993263561,40.85032,Kerla & Lakshdweep Wing,Hexagon
50709A001,Uttarpradesh,PARASPUR,PARA,27,2,7.33184,27 2 7.3318386817825,81,47,12.6855,81 47 12.685496606776,37.669,Uttar Pradesh Geo-spatial Directorate,Trimble
50710A001,Maharashtra,PARLI,PARL,18,58,20.59861,18 58 20.59861,76,22,40.70626,76 22 40.70626,376.2956,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50711A001,Gujarat,PATAN,PTAN,23,51,23.04643,23 51 23.0464285,72,8,5.57684,72 8 5.576842289,34.21948,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50712A001,Madhya Pradesh,PATERA,PATE,23,59,2.1907,23 59 2.19069741384986,79,41,4.19576,79 41 4.19576216061643,283.93648,Madhya Pradesh Geo-spatial Directorate,Trimble
50713A001,Bihar,PATNA,PATN,25,35,38.492402,25 35 38.4924024517219,85,4,47.223179,85 4 47.2231792884376,-8.228755,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50714A001,Tamilnadu,PATTUKOTTAI,PTTK,10,25,4.8994,10 25 4.89940162015348,79,19,54.79743,79 19 54.7974342248385,-62.93542,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50715A001,Karnataka,PAVGADA,PVDA,14,6,59.40809,14 6 59.40809,77,16,50.29847,77 16 50.29847,557.7273,Karnataka Geo-spatial Directorate,Hexagon
50716A001,Chhattisgarh,PENDRAROAD,PEND,22,44,59.43669,22 44 59.43669,81,54,36.49103,81 54 36.49103,559.21283,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50717A001,Tamilnadu,PENNAGARAM,PNGM,12,8,4.28599,12 8 4.28599261967048,77,53,36.4319,77 53 36.4318966091257,426.20163,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50718A001,Telangana,PENTAVELLY,PNTV,16,4,12.46682,16 4 12.4668244466187,78,15,21.31483,78 15 21.3148314368906,201.70765,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50719A001,Tamilnadu,PERAIYUR,PRRU,9,44,29.98695,9 44 29.9869517508188,77,47,23.92395,77 47 23.923952183948,83.2602,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50720A001,Tamilnadu,PERAMBALUR,PBLU,11,13,27.08451,11 13 27.0845067773969,78,52,30.38685,78 52 30.3868468850808,45.02983,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50721A001,Rajasthan,PHALODI,PHLD,27,7,23.25955095,27 7 23.2595509537608,72,22,31.57554033,72 22 31.575540329557,192.0903094,Rajasthan Geo-spatial Directorate,Trimble
50722A001,Rajasthan,PHALUSUND,PHAL,26,24,14.63052,26 24 14.630522,71,55,28.71266,71 55 28.71266,164.142,Rajasthan Geo-spatial Directorate,Trimble
50723A001,Uttarpradesh,PHEENA,PHNA,29,4,41.56417,29 4 41.5641712315314,78,20,58.55953,78 20 58.5595255447769,169.5661,Uttar Pradesh Geo-spatial Directorate,Trimble
50724A001,Manipur,PHERZAWL,PHER,24,15,42.00431924,24 15 42.00431924,93,11,2.280461201,93 11 2.280461201,985.475867,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50725A001,Andaman & Nicobar Islands,PHOENIXBAY,PBAY,11,39,58.73564,11 39 58.735636,92,44,6.34382,92 44 6.343821785,-49.80586,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50726A001,Nagaland,PHOMCHING,PHOM,26,41,18.3965491,26 41 18.396549095,95,10,56.70317872,95 10 56.703178724,842.728043,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50727A001,Uttarpradesh,PHOOLPUR,PHOO,25,32,46.02482,25 32 46.0248210557825,82,4,47.84557,82 4 47.845574676776,33.0362,Uttar Pradesh Geo-spatial Directorate,Trimble
50728A001,Odisha,PHULBANI,PHUL,20,28,0.89501,20 28 0.895010704671447,84,14,24.95507,84 14 24.9550695111342,431.75165,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50729A001,Meghalaya,PHULBARI,PHUB,25,52,38.40381525,25 52 38.403815248,90,1,49.01733038,90 1 49.017330376,-12.991532,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50730A001,Rajasthan,PHULERA,PHUL,26,52,21.61326537,26 52 21.61326537,75,15,53.52110753,75 15 53.52110753,351.8543427,Rajasthan Geo-spatial Directorate,Trimble
50731A001,Assam,PHULONI,PHLO,26,10,8.669410011,26 10 8.669410011,93,8,15.09539905,93 8 15.095399047,38.536432,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50732A001,Bihar,PHULPARAS,PHUP,26,21,37.663755,26 21 37.6637549294711,86,29,28.216977,86 29 28.2169769488465,-1.878694,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50733A001,Uttarakhand,PITHORAGARH,PITH,29,35,20.81866,29 35 20.8186569957825,80,12,29.7451,80 12 29.745097276776,1631.6717,Uttarakhand  Geo-spatial Directorate,Trimble
50734A001,Madhya Pradesh,POHARI,POHA,25,32,39.8901,25 32 39.8900960224316,77,22,6.58223,77 22 6.58223476715578,370.2359,Madhya Pradesh Geo-spatial Directorate,Trimble
50735A001,Rajasthan,POKHRAN,POKH,26,54,12.32776,26 54 12.327757,71,54,29.01584,71 54 29.01584,209.3146,Rajasthan Geo-spatial Directorate,Trimble
50736A001,Kerla,PONNANI,PANI,10,47,3.55985,10 47 3.55984611870766,75,55,5.73977,75 55 5.73977489979986,-87.57047,Kerla & Lakshdweep Wing,Hexagon
50737A001,Uttarpradesh,POORANPUR,POOR,28,30,33.77421,28 30 33.7742083857825,80,8,46.3385,80 8 46.338504226776,129.8737,Uttar Pradesh Geo-spatial Directorate,Trimble
50738A001,Madhya Pradesh,PORSA,PORS,26,40,50.84289,26 40 50.8428912565212,78,21,25.31544,78 21 25.3154359097714,106.20113,Madhya Pradesh Geo-spatial Directorate,Trimble
50739A001,Madhya Pradesh,PRABHATPATTAN,PRAB,21,39,4.07252,21 39 4.07251583302542,78,15,56.22032,78 15 56.2203213960883,644.2131,Madhya Pradesh Geo-spatial Directorate,Trimble
50740A001,Kerla,PUDDUR,PUDD,11,5,19.62168,11 5 19.6216824780737,76,37,0.99821,76 37 0.99821162150557,695.30526,Kerla & Lakshdweep Wing,Hexagon
50741A001,Bihar,PUPRI,PUPR,26,27,49.132883,26 27 49.1328825197277,85,41,59.806966,85 41 59.8069655859652,-6.808178,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50742A001,West Bengal,PURULIYA,PURU,23,20,23.75947,23 20 23.7594745034545,86,21,3.09701,86 21 3.09700513200184,198.27651,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50743A001,Tamilnadu,RADHAPURAM,RDHM,8,16,17.89527,8 16 17.8952713227862,77,41,12.12732,77 41 12.1273219692731,-44.27723,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50744A001,Telangana,RAGHUNATHPALLY,RGNP,17,46,16.36148,17 46 16.3614843293283,79,16,17.72803,79 16 17.7280328232477,294.18649,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50745A001,Madhya Pradesh,RAHATGARH,RAHA,23,47,26.47195,23 47 26.4719489157775,78,23,58.82791,78 23 58.8279124294766,418.4312,Madhya Pradesh Geo-spatial Directorate,Trimble
50746A001,Maharashtra,RAHURI AHMADNGR,RHRI,19,22,5.32871,19 22 5.32871,74,38,51.8502,74 38 51.8502,467.399,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50747A001,Karnataka,RAICHURU,RCRU,16,16,30.14439,16 16 30.14439,77,21,7.04653,77 21 7.04653,294.7725,Karnataka Geo-spatial Directorate,Hexagon
50748A001,West Bengal,RAIGANJ,RAIG,25,39,24.23928,25 39 24.2392835131035,88,9,11.36405,88 9 11.3640513490683,-17.89316,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50749A001,Chhattisgarh,RAIGARH,RAIG,21,53,9.772842,21 53 9.77284238646668,83,24,33.765618,83 24 33.7656180268314,155.083108,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50750A001,Chhattisgarh,RAIPUR,RAIP,21,14,56.90362184,21 14 56.903621837757,81,36,27.43293527,81 36 27.4329352653801,231.2596575,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50751A001,Uttarpradesh,RAJAPUR,RAJA,25,22,45.40146,25 22 45.4014649957825,81,7,59.21306,81 7 59.213064616776,46.0477,Uttar Pradesh Geo-spatial Directorate,Trimble
50752A001,Maharashtra,RAJAPUR RATNAGIR,RARI,16,42,18.60478,16 42 18.60478,73,43,41.87915,73 43 41.87915,0.5822,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50753A001,Telangana,RAJAPURTG,RJTG,16,51,49.00572,16 51 49.0057174979268,78,9,45.31091,78 9 45.3109109542883,464.56844,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50754A001,Rajasthan,RAJASAR,RJSR,28,38,3.686324592,28 38 3.68632459155983,74,13,26.87391191,74 13 26.8739119057594,165.9661139,Rajasthan Geo-spatial Directorate,Trimble
50755A001,Odisha,RAJGANGPUR,RAJG,22,13,42.94319,22 13 42.9431881959544,84,36,1.43076,84 36 1.4307563955235,160.71615,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50756A001,Assam,RAJGHAT,RAJG,24,31,49.64486617,24 31 49.644866165,92,49,21.94507098,92 49 21.945070981,-18.822497,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50757A001,Chhattisgarh,RAJNANDGAON,RAJN,21,6,0.687,21 6 0.687004806608745,81,1,57.83097,81 1 57.8309747612358,246.07323,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50758A001,Maharashtra,RAJURA,RAJU,19,47,8.47175,19 47 8.47175,79,22,5.43952,79 22 5.43952,112.0498,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50759A001,Tamilnadu,RAMANATHAPURAM,RMND,9,21,36.24431,9 21 36.244313034747,78,51,36.14854,78 51 36.1485362247087,-77.33858,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50760A001,Rajasthan,RAMGANIMANDI,RAMG,24,46,34.92019,24 46 34.9201946611098,76,0,3.02579,76 0 3.02579151940256,266.2622,Rajasthan Geo-spatial Directorate,Trimble
50761A001,Assam,RAMKRISHNA,RAMK,24,34,12.07787635,24 34 12.077876347,92,27,55.80283932,92 27 55.802839324,-16.387913,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50762A001,Uttarakhand,RAMNAGAR,RMNG,29,23,36.06956,29 23 36.0695569626115,79,6,57.8366,79 6 57.836599326071,305.0015,Uttarakhand  Geo-spatial Directorate,Trimble
50763A001,Himachal Pradesh,RAMPUR,RMPR,31,26,40.95789,31 26 40.9578908091742,77,38,31.16588,77 38 31.1658765382031,1608.1737,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50764A001,Uttarpradesh,RAMPURMANIHARAN,RAMP,29,48,49.26975,29 48 49.26975451,77,27,22.05476,77 27 22.054756,226.7769,Uttar Pradesh Geo-spatial Directorate,Trimble
50765A001,Madhya Pradesh,RAMPURNAIKAN,RMNK,24,20,31.42566,24 20 31.4256599148382,81,27,53.75874,81 27 53.7587414681483,243.86358,Madhya Pradesh Geo-spatial Directorate,Trimble
50766A001,Jharkhand,RANCHI,RCHI,23,20,44.57943,23 20 44.5794263413152,85,19,15.53121,85 19 15.5312123585877,580.08153,Jharkhand & Bihar  Geo-spatial Directorate,Hexagon
50767A001,Karnataka,RANEBENNUR,RBUR,14,34,50.4265,14 34 50.4265,75,39,26.87043,75 39 26.87043,510.4896,Karnataka Geo-spatial Directorate,Hexagon
50768A001,Arunanchal Pradesh,RANIKOR,RANK,25,13,52.64376156,25 13 52.643761559,91,13,49.88542937,91 13 49.885429365,55.953802,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50769A001,Rajasthan,RANIWAR,RANI,24,46,37.48931,24 46 37.489307,72,16,58.82945,72 16 58.829447,211.465,Rajasthan Geo-spatial Directorate,Trimble
50770A001,Madhya Pradesh,RANNOD,RANN,25,3,52.66282131,25 3 52.66282131,77,52,11.86205388,77 52 11.86205388,390.607594,Madhya Pradesh Geo-spatial Directorate,Trimble
50771A001,Uttarpradesh,RASRA,RASR,25,52,5.308878,25 52 5.30887755003747,83,51,41.918599,83 51 41.9185985883352,2.329881,Uttar Pradesh Geo-spatial Directorate,Trimble
50772A001,Rajasthan,RATANGARH,RTNG,28,4,5.77129,28 4 5.7712934936512,74,37,19.469574,74 37 19.4695738307089,274.0930968,Rajasthan Geo-spatial Directorate,Trimble
50773A001,Rajasthan,RATASAR,RATA,25,30,9.87252,25 30 9.872519,70,52,19.64353,70 52 19.643526,130.894,Rajasthan Geo-spatial Directorate,Trimble
50774A001,Uttarpradesh,RATH,RATH,25,35,49.3397,25 35 49.3397034057825,79,34,36.14746,79 34 36.147456006776,100.5101,Uttar Pradesh Geo-spatial Directorate,Trimble
50775A001,Madhya Pradesh,RATLAM,RATL,23,19,32.71532,23 19 32.715319,75,3,18.19761,75 3 18.197611,432.1479,Madhya Pradesh Geo-spatial Directorate,Trimble
50776A001,Bihar,RATNIFARIDPUR,RATN,25,13,2.677566,25 13 2.67756586995767,84,50,9.343049,84 50 9.34304922922386,12.610952,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50777A001,Rajasthan,RAWATSAR,RAWA,29,16,14.8022634,29 16 14.8022633957649,74,24,37.3924728,74 24 37.3924727966485,141.9837108,Rajasthan Geo-spatial Directorate,Trimble
50778A001,Bihar,RAXAUL,RAXA,26,58,54.059612,26 58 54.0596124740943,84,50,37.876193,84 50 37.8761933548755,14.925988,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50779A001,Odisha,RAYAGARH,RARH,19,10,0.65166,19 10 0.651660824,83,24,30.85828,83 24 30.85827968,159.40826,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50780A001,Telangana,REGONDA,REGO,18,14,56.58262,18 14 56.5826232137234,79,46,14.12075,79 46 14.1207520944296,147.94299,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50781A001,Meghalaya,RESUBELPARA,RESU,25,53,43.94957001,25 53 43.949570012,90,36,22.8170008,90 36 22.817000797,15.176884,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50782A001, Haryana,REWARI,REWA,28,12,55.09392,28 12 55.09392322,76,37,9.65361,76 37 9.6536149,191.8391,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50783A001,Uttarpradesh,ROBERTSGANJ,ROBT,24,41,8.512559,24 41 8.51255946465804,83,4,20.642622,83 4 20.6426221432597,257.27675,Uttar Pradesh Geo-spatial Directorate,Trimble
50784A001,Rajasthan,ROHAT,ROHA,25,57,43.52475,25 57 43.524752325407,73,8,29.88198,73 8 29.8819848358998,147.7229,Rajasthan Geo-spatial Directorate,Trimble
50785A001,Arunanchal Pradesh,ROING,ROIN,28,8,37.12072947,28 8 37.120729469,95,50,40.13416934,95 50 40.13416934,355.584921,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50786A001,Karnataka,RONA,RONA,15,41,38.23486,15 41 38.23486,75,43,19.47741,75 43 19.47741,496.2399,Karnataka Geo-spatial Directorate,Hexagon
50787A001,Uttarakhand,ROORKEE,ROOR,29,52,1.16633,29 52 1.16633493516688,77,52,59.24446,77 52 59.244461162855,219.3236,Uttarakhand  Geo-spatial Directorate,Trimble
50788A001,Uttarakhand,RUDRAPRAYAG,RUDR,30,18,14.69859,30 18 14.6985902157825,79,0,32.07984,79 0 32.079839146776,759.3778,Uttarakhand  Geo-spatial Directorate,Trimble
50789A001,Arunanchal Pradesh,RUPA_AR,RUP_,27,11,31.9676858,27 11 31.967685795,92,23,53.62419794,92 23 53.624197943,1506.397133,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50790A001,Rajasthan,RUPAHELIKALAN,RUPA,25,47,35.90622,25 47 35.9062239269212,74,38,27.07383,74 38 27.0738294330197,354.1695,Rajasthan Geo-spatial Directorate,Trimble
50791A001,Maharashtra,SADAK SHENDA,SAEN,21,5,36.58141,21 5 36.58141,80,9,28.10123,80 9 28.10123,207.9219,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50792A001,Rajasthan,SADHANA,SADH,27,28,51.3375,27 28 51.3375,70,41,39.6678,70 41 39.667804,90.0369,Rajasthan Geo-spatial Directorate,Trimble
50793A001,Rajasthan,SADOLAI,SADO,28,36,43.05968,28 36 43.05968,73,16,0.43693,73 16 0.436928,144.3001,Rajasthan Geo-spatial Directorate,Trimble
50794A001,West Bengal,SAGARISL,SAGA,21,43,17.82249,21 43 17.8224909101558,88,9,5.31983,88 9 5.31983377795236,-52.03001,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50795A001,Uttarpradesh,SAGRI,SAGR,26,8,46.25946,26 8 46.2594648457825,83,18,53.0043,83 18 53.004302656776,18.5888,Uttar Pradesh Geo-spatial Directorate,Trimble
50796A001,Rajasthan,SAGWARA,SAGW,23,40,9.1187,23 40 9.118699934,74,1,19.31252,74 1 19.31251895,114.854,Rajasthan Geo-spatial Directorate,Trimble
50797A001,Maharashtra,SAHAPUR,SAHA,19,26,48.96129,19 26 48.96129,73,19,3.74436,73 19 3.74436,2.8221,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50798A001,West Bengal,SAINTHIA,SAIN,23,56,49.58734,23 56 49.5873358959738,87,41,0.21487,87 41 0.214871658919554,0.48635,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50799A001,Maharashtra,SAKRI,SAKR,20,59,31.12292,20 59 31.12292,74,18,55.20796,74 18 55.20796,362.1628,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50800A001,Tamilnadu,SALEM,SALM,11,39,25.13816,11 39 25.1381649437747,78,9,25.47404,78 9 25.4740414878658,209.38896,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50801A001,Uttarpradesh,SALEMPUR,SALE,26,17,57.724495,26 17 57.7244950509259,83,55,20.751889,83 55 20.7518894506079,7.60679,Uttar Pradesh Geo-spatial Directorate,Trimble
50802A001,Rajasthan,SALUMBER,SALU,24,8,2.92565,24 8 2.92564635562653,74,2,24.69819,74 2 24.6981919732847,189.0504,Rajasthan Geo-spatial Directorate,Trimble
50803A001,Bihar,SAMASTIPUR,SAMA,25,51,48.721629,25 51 48.7216287734268,85,46,32.241853,85 46 32.2418534058433,-14.865316,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50804A001,Rajasthan,SANCHORE,SANC,24,46,40.29257092,24 46 40.2925709169347,71,47,34.15567253,71 47 34.1556725344348,8.797076675,Rajasthan Geo-spatial Directorate,Trimble
50805A001,Uttarpradesh,SANDILA,SAND,27,3,59.95343587,27 3 59.9534358699614,80,29,48.71556674,80 29 48.715566738554,69.39417602,Uttar Pradesh Geo-spatial Directorate,Trimble
50806A001,Karnataka,SANDUR,SNDR,15,5,17.59089,15 5 17.59089,76,32,31.80185,76 32 31.80185,503.7,Karnataka Geo-spatial Directorate,Hexagon
50807A001,Mizoram,SANGAU,SANG,22,44,11.97488285,22 44 11.974882852,93,2,53.93187859,93 2 53.931878593,1304.995201,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50808A001,Maharashtra,SANGMESHWAR,SAWR,17,10,35.18205,17 10 35.18205,73,32,21.23226,73 32 21.23226,-2.5965,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50809A001,Ladakh,SANGRAH,SANG,34,14,3.4704,34 14 3.47040252949791,75,58,42.18314,75 58 42.1831412747943,3091.71104,Jammu & Kashmir and Ladakh Geo-spatial Directorate,Hexagon
50810A001,Nagaland,SANIS,SANI,26,12,15.32654646,26 12 15.326546464,94,11,45.11571955,94 11 45.115719552,614.309962,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50811A001,Gujarat,SANTRAMPUR,SANU,23,10,33.95901,23 10 33.9590118938449,73,53,44.35688,73 53 44.3568805352111,96.26676,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50812A001,Telangana,SARANGPUR,SARN,19,12,44.1838,19 12 44.1838046804965,78,15,13.54797,78 15 13.5479696418228,284.40972,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50813A001,Odisha,SARAT,SARA,21,26,23.87217,21 26 23.8721702963684,86,20,38.4575,86 20 38.457496903507,137.01344,Odisha & Chhattishgarh Geo-spatial Directorate,Hexagon
50814A001,West Bengal,SARENGA,SARE,22,48,2.07959,22 48 2.07959262584845,87,0,37.71015,87 0 37.7101487789927,38.01728,West Bengal & Sikkim Geo-spatial Directorate,Hexagon
50815A001,Assam,SARUPATHAR,SARU,26,11,31.6702202,26 11 31.670220195,93,52,8.211409146,93 52 8.211409146,62.995303,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50816A001,Bihar,SASARAM,SASA,24,56,52.592052,24 56 52.5920522276291,83,58,44.914752,83 58 44.9147517414739,40.622305,Jharkhand & Bihar  Geo-spatial Directorate,Trimble
50817A001,Maharashtra,SASWAD,SASW,18,20,51.31465,18 20 51.31465,74,1,54.71333,74 1 54.71333,709.26,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50818A001,Uttarakhand,SATPULI,STPU,29,55,25.97722,29 55 25.9772185588322,78,42,35.98811,78 42 35.9881128647162,587.2285,Uttarakhand  Geo-spatial Directorate,Trimble
50819A001,Madhya Pradesh,SATWAS,SATW,22,32,5.85802,22 32 5.85802179460216,76,41,29.74413,76 41 29.7441341276331,261.6373,Madhya Pradesh Geo-spatial Directorate,Trimble
50820A001,Karnataka,SAUDATHI,SDHI,15,46,6.93536,15 46 6.93536,75,6,29.47138,75 6 29.47138,595.3913,Karnataka Geo-spatial Directorate,Hexagon
50821A001,Gujarat,SAVARKUNDLA,SDLA,21,18,37.88633,21 18 37.886327,71,18,54.20603,71 18 54.20603477,110.49345,Gujarat Daman & Diu Geo-spatial Directorate,Hexagon
50822A001,Karnataka,SEDAM,SEDM,17,10,35.26776,17 10 35.26776,77,16,56.80129,77 16 56.80129,346.0826,Karnataka Geo-spatial Directorate,Hexagon
50823A001,Arunanchal Pradesh,SEIJOSA,SEIJ,26,56,5.179021967,26 56 5.179021967,92,59,14.16045863,92 59 14.160458632,82.098019,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50824A001,Manipur,SENAPATI,SENA,25,16,11.91897901,25 16 11.91897901,94,1,15.32271983,94 1 15.322719828,1071.622842,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50825A001,Tamilnadu,SENTHURAI,SNTR,11,14,49.0392,11 14 49.0391951030099,79,11,2.82972,79 11 2.82971967733868,0.77877,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50826A001,Madhya Pradesh,SEONINAGAR,SEON,22,5,39.97646,22 5 39.9764625227919,79,32,50.6858,79 32 50.685802149856,563.89075,Madhya Pradesh Geo-spatial Directorate,Trimble
50827A001,Chhattisgarh,SEORINARAYAN,SERN,21,43,7.34961,21 43 7.34961149614713,82,35,46.44318,82 35 46.4431804546816,166.21848,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50828A001,Arunanchal Pradesh,SEPPA,SEPA,27,21,52.99649075,27 21 52.996490747,93,2,25.69016781,93 2 25.690167809,382.36032,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
50829A001,Mizoram,SERCHHIP,SERC,23,19,35.42175007,23 19 35.421750069,92,51,17.51812956,92 51 17.51812956,895.374659,Assam & Nagaland and TMMz Geo-Spatial Directorate,Trimble
50830A001,Maharashtra,SHAHADA,SHDA,21,32,6.55689,21 32 6.55689,74,29,9.00753,74 29 9.00753,79.5094,Maharashtra and Goa Geo-spatial Directorate,Hexagon
50831A001, Haryana,SHAHBAD,SHAH,30,10,24.66264,30 10 24.66263967,76,51,38.41554,76 51 38.41553648,215.893,"Punjab, Haryana, Himachal Pardesh  & Chandigarh, Geo-spatial Directorate",Trimble
50832A001,Andaman & Nicobar Islands,SHAHEED DWEEP,SHAH,11,50,7.01543,11 50 7.0154253669281,93,1,43.76553,93 1 43.7655255181588,-49.82248,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Hexagon
50833A001,Madhya Pradesh,SHAHPUR,SHPR,22,11,26.66213,22 11 26.6621250201024,77,54,11.09601,77 54 11.0960092760766,336.38889,Madhya Pradesh Geo-spatial Directorate,Trimble
50834A001,Chhattisgarh,SHANKARGARH,SHAN,23,18,7.12623,23 18 7.12622569811715,83,36,21.39373,83 36 21.3937279617419,628.45286,Odisha & Chhattishgarh Geo-spatial Directorate,Trimble
50835A001,Telangana,SHANTINAGAR,SHNT,17,14,13.08713,17 14 13.0871325219922,80,8,46.8634,80 8 46.8633962646985,46.54427,AndhraPradesh &Telangana Geo-spatial Directorate,Trimble
50836A001,Karnataka,SHIKARPURA,SPRA,14,15,58.38175,14 15 58.38175,75,21,29.93373,75 21 29.93373,528.1367,Karnataka Geo-spatial Directorate,Hexagon
50837A001,Meghalaya,SHILLONG,SHIL,25,33,56.75162275,25 33 56.751622752,91,53,5.076400886,91 53 5.076400886,1499.742985,Meghalaya and Arunachal Pradesh Geo-spatial Directorate,Trimble
